company_permalink,company_name,company_category_list,company_market,company_country_code,company_state_code,company_region,company_city,acquirer_permalink,acquirer_name,acquirer_category_list,acquirer_market,acquirer_country_code,acquirer_state_code,acquirer_region,acquirer_city,acquired_at,acquired_month,acquired_quarter,acquired_year,price_amount,price_currency_code
/organization/line-communications,LINE Communications,|Education|,Education,GBR,,London,London,/organization/learning-technologies-group,Learning Technologies Group,|Education|,Education,GBR,,London,Brighton,4/9/2014 0:00,2014-04,2014-Q2,2014,9000000,GBP
/organization/lineage-power,Lineage Power,|Clean Technology|,Clean Technology,USA,TX,Dallas,Plano,/organization/ge-energy,GE Energy,|Clean Technology|,Clean Technology,USA,MO,Kansas City,Kansas City,1/13/2011 0:00,2011-01,2011-Q1,2011,520000000,USD
/organization/link-jacket,Link Jacket,|Business Services|Promotional|Internet|,Business Services,,,,,/organization/riverdale-capital,Riverdale Capital,,,,,,,12/8/2009 0:00,2009-12,2009-Q4,2009,300000,USD
/organization/linkspectrum,LinkSpectrum,|Software|,Software,USA,TN,Memphis,Memphis,/organization/bankrate,Bankrate,|Business Services|Curated Web|,Business Services,USA,FL,Palm Beaches,North Palm Beach,9/5/2008 0:00,2008-09,2008-Q3,2008,42140000,USD
/organization/linux-networx,Linux Networx,|Software|,Software,USA,UT,Salt Lake City,Salt Lake City,/organization/sgi,SGI,|Hardware + Software|,Hardware + Software,USA,CA,SF Bay Area,Fremont,2/15/2008 0:00,2008-02,2008-Q1,2008,90000000,USD
/organization/liposcience,LipoScience,|Biotechnology|,Biotechnology,USA,NC,Raleigh,Raleigh,/organization/labcorp,LabCorp,|Biotechnology|,Biotechnology,USA,NC,Greensboro,Burlington,9/25/2014 0:00,2014-09,2014-Q3,2014,63000000,USD
/organization/liposonix,LipoSonix,|Biotechnology|,Biotechnology,USA,WA,Seattle,Bothell,/organization/medicis-pharmaceutical,Medicis Pharmaceutical,|Biotechnology|,Biotechnology,USA,AZ,Phoenix,Scottsdale,6/16/2008 0:00,2008-06,2008-Q2,2008,300000000,USD
/organization/litepoint,Litepoint,|Testing|Consumer Electronics|Wireless|,Consumer Electronics,USA,CA,SF Bay Area,Sunnyvale,/organization/teradyne,Teradyne,|Semiconductors|,Semiconductors,USA,MA,Boston,North Reading,9/14/2011 0:00,2011-09,2011-Q3,2011,580000000,USD
/organization/little-chef,Little Chef,|Hospitality|,Hospitality,GBR,,GBR - Other,,/organization/kout-food-group,Kout Food Group,|Hospitality|,Hospitality,KWT,,KWT - Other,,8/6/2013 0:00,2013-08,2013-Q3,2013,15000000,GBP
/organization/little-sheep,Little Sheep,|Restaurants|Hospitality|,Restaurants,,,,,/organization/yum-brands-inc,"Yum! Brands, Inc.",|Restaurants|Hospitality|,Hospitality,USA,KY,Louisville,Louisville,1/1/2011 0:00,2011-01,2011-Q1,2011,586000000,USD
/organization/livedoor,Livedoor,|Internet|,Internet,JPN,,Tokyo,Tokyo,/organization/nhn-corporation,NHN Corporation,|Search|,Search,KOR,,Seoul,Seoul,4/12/2010 0:00,2010-04,2010-Q2,2010,68000000,USD
/organization/liveoffice,LiveOffice,|Web Hosting|,Web Hosting,USA,CA,Los Angeles,Torrance,/organization/symantec,Symantec,|Security|,Security,USA,CA,SF Bay Area,Mountain View,1/16/2012 0:00,2012-01,2012-Q1,2012,115000000,USD
/organization/liverail,LiveRail,|Internet Marketing|Entertainment|Enterprises|Video|Advertising|,Enterprises,USA,CA,SF Bay Area,San Francisco,/organization/facebook,Facebook,|Communities|Identity|All Students|Colleges|Facebook Applications|Social Media|,Communities,USA,CA,SF Bay Area,Menlo Park,7/2/2014 0:00,2014-07,2014-Q3,2014,500000000,USD
/organization/liveramp,LiveRamp,|Advertising|Data Integration|Brand Marketing|,Data Integration,USA,CA,SF Bay Area,San Francisco,/organization/acxiom,Acxiom,|Data Privacy|Data Security|Databases|Analytics|Direct Marketing|Email Marketing|Advertising|Big Data|Software|,Analytics,USA,AR,Little Rock,Little Rock,5/15/2014 0:00,2014-05,2014-Q2,2014,310000000,USD
/organization/livewire-mobile,LiveWire Mobile,|Mobile|,Mobile,USA,MA,Boston,Littleton,/organization/onmobile,OnMobile,|Speech Recognition|Messaging|Telecommunications|Mobile|,Mobile,IND,,Bangalore,Bangalore,6/4/2013 0:00,2013-06,2013-Q2,2013,17800000,USD
/organization/livio-radio,Livio Radio,|Music|Electronics|Apps|Hardware + Software|,Music,USA,MI,Detroit,Ferndale,/organization/ford,Ford,|Cars|Automotive|,Cars,CAN,ON,Toronto,Toronto,9/26/2013 0:00,2013-09,2013-Q3,2013,9000000,USD
/organization/lnx,LNX,|Hardware + Software|,Hardware + Software,USA,NH,"Manchester, New Hampshire",Salem,/organization/mercury-computer-systems,Mercury Systems,|Semiconductors|,Semiconductors,USA,MA,Boston,Chelmsford,1/13/2011 0:00,2011-01,2011-Q1,2011,31000000,USD
/organization/location-labs,Location Labs,|Location Based Services|Security|Mobile|,Security,USA,CA,SF Bay Area,Emeryville,/organization/avg,AVG Technologies,|Software|Security|,Software,USA,MA,Boston,Chelmsford,9/3/2014 0:00,2014-09,2014-Q3,2014,220000000,USD
/organization/locationlogic,LocationLogic,|Mobile|,Mobile,USA,KS,Kansas City,Overland Park,/organization/telecommunication-systems,TeleCommunication Systems,|Mobile|,Mobile,USA,MD,Baltimore,Annapolis,5/19/2009 0:00,2009-05,2009-Q2,2009,25390000,USD
/organization/lockdown-networks,Lockdown Networks,|Security|,Security,USA,WA,Seattle,Seattle,/organization/mcafee,McAfee,|Security|,Security,USA,CA,SF Bay Area,Santa Clara,8/31/2008 0:00,2008-08,2008-Q3,2008,2000000,USD
/organization/locu,Locu,|Restaurants|Developer APIs|Local|Content|Local Search|Databases|Advertising|,Databases,USA,MA,Boston,Cambridge,/organization/godaddy,GoDaddy,|Sales and Marketing|Customer Service|Data Security|E-Commerce|Web Development|Web Hosting|Domains|,E-Commerce,USA,AZ,Phoenix,Scottsdale,8/19/2013 0:00,2013-08,2013-Q3,2013,70000000,USD
/organization/logi-d,Logi-D,|Supply Chain Management|,Supply Chain Management,CAN,QC,Montreal,Laval,/organization/tecsys,Tecsys,|Software|,Software,USA,NY,New York City,New York,6/2/2014 0:00,2014-06,2014-Q2,2014,3050000,USD
/organization/logia-group,Logia Group,|Mobile|,Mobile,ISR,,Tel Aviv,Herzliya,/organization/mandalay-digital-group,Mandalay Digital Group,|Mobile|,Mobile,USA,CA,Los Angeles,Los Angeles,5/20/2012 0:00,2012-05,2012-Q2,2012,5500000,USD
/organization/logicvision,LogicVision,|Information Technology|Semiconductors|,Information Technology,USA,CA,SF Bay Area,San Jose,/organization/mentor-graphics,Mentor Graphics,|Software|,Software,USA,OR,"Portland, Oregon",Wilsonville,8/19/2009 0:00,2009-08,2009-Q3,2009,13000000,USD
/organization/loglogic,LogLogic,|Security|,Security,USA,CA,SF Bay Area,San Jose,/organization/tibco-software-inc,TIBCO Software,|Enterprise Software|Software|,Enterprise Software,USA,CA,SF Bay Area,Palo Alto,4/3/2012 0:00,2012-04,2012-Q2,2012,130000000,USD
/organization/loopnet,LoopNet,|Internet|Online Shopping|Commercial Real Estate|Real Estate|,Internet,USA,CA,SF Bay Area,San Francisco,/organization/costar-group,CoStar Group,|Real Estate|,Real Estate,USA,DC,"Washington, D.C.",Washington,4/27/2011 0:00,2011-04,2011-Q2,2011,860000000,USD
/organization/loopt,Loopt,|Location Based Services|Networking|Mobile|,Networking,USA,CA,SF Bay Area,Mountain View,/organization/green-dot-corporation,Green Dot Corporation,|Finance|,Finance,USA,CA,Los Angeles,Pasadena,3/9/2012 0:00,2012-03,2012-Q1,2012,43000000,USD
/organization/lorillard,Lorillard,|Tobacco|,Tobacco,USA,NC,Greensboro,Greensboro,/organization/reynolds-america,Reynolds America,|Tobacco|,Tobacco,USA,NC,Winston-Salem,Winston Salem,7/15/2014 0:00,2014-07,2014-Q3,2014,27400000000,USD
/organization/lovefilm,LOVEFiLM,|Games|,Games,GBR,,London,London,/organization/amazon,Amazon,|Consumer Goods|Groceries|Crowdsourcing|E-Commerce|,Consumer Goods,USA,WA,Seattle,Seattle,6/15/2012 0:00,2012-06,2012-Q2,2012,2500000,USD
/organization/lovely,Lovely,|Real Estate|,Real Estate,USA,CA,SF Bay Area,San Francisco,/organization/rentpath,RentPath,|Real Estate|Advertising|Property Management|Curated Web|,Curated Web,USA,GA,Atlanta,Norcross,4/2/2014 0:00,2014-04,2014-Q2,2014,13000000,USD
/organization/lovingeco,LovingEco,|Charity|Social Commerce|Flash Sales|Shopping|Green|E-Commerce|,Charity,USA,CA,Los Angeles,Santa Monica,/organization/jp-selects,JP Selects,|E-Commerce|,E-Commerce,,,,,5/1/2012 0:00,2012-05,2012-Q2,2012,1000000,USD
/organization/loyalize,Loyalize,|Social Television|Social Media|,Social Media,USA,CA,SF Bay Area,San Francisco,/organization/viggle,"Viggle, Inc.",|Multi-level Marketing|Digital Entertainment|,Multi-level Marketing,USA,NY,New York City,New York,2/16/2012 0:00,2012-02,2012-Q1,2012,5000000,USD
/organization/loyalty-lab,Loyalty Lab,|Software|,Software,USA,CA,SF Bay Area,San Francisco,/organization/tibco-software-inc,TIBCO Software,|Enterprise Software|Software|,Enterprise Software,USA,CA,SF Bay Area,Palo Alto,12/8/2010 0:00,2010-12,2010-Q4,2010,23000000,USD
/organization/ls9,LS9,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,South San Francisco,/organization/renewable-energy-group,Renewable Energy Group,|Chemicals|Clean Technology|,Chemicals,USA,IA,Des Moines,Ames,1/23/2014 0:00,2014-01,2014-Q1,2014,61500000,USD
/organization/lsi,LSI,|Semiconductors|Video|Hardware + Software|,Semiconductors,USA,CA,SF Bay Area,Milpitas,/organization/avago-technologies,Avago Technologies,|Semiconductors|,Semiconductors,SGP,,Singapore,Singapore,12/16/2013 0:00,2013-12,2013-Q4,2013,6600000000,USD
/organization/kv-pharmaceutical,Lumara Health,|Biotechnology|,Biotechnology,USA,MO,St. Louis,St Louis,/organization/amag-pharmaceuticals,AMAG Pharmaceuticals,|Biotechnology|,Biotechnology,USA,MA,Boston,Lexington,9/29/2014 0:00,2014-09,2014-Q3,2014,675000000,USD
/organization/lumena-pharmaceuticals,Lumena Pharmaceuticals,|Biotechnology|,Biotechnology,USA,CA,San Diego,San Diego,/organization/shire,Shire,|Medical Devices|Pharmaceuticals|Biotechnology|,Medical Devices,IRL,,Dublin,Dublin,5/12/2014 0:00,2014-05,2014-Q2,2014,260000000,USD
/organization/luminus-devices,Luminus Devices,|UV LEDs|Semiconductors|Manufacturing|,Manufacturing,USA,MA,Boston,Billerica,/organization/lightera,Lightera,|Web Hosting|,Web Hosting,USA,CA,SF Bay Area,Cupertino,6/13/2013 0:00,2013-06,2013-Q2,2013,22000000,USD
/organization/luna-innovations,Luna Innovations,|Biotechnology|Hardware + Software|,Biotechnology,USA,VA,Roanoke,Roanoke,/organization/intuitive-surgical,Intuitive Surgical,|Health Care|,Health Care,USA,CA,SF Bay Area,Sunnyvale,1/23/2014 0:00,2014-01,2014-Q1,2014,12000000,USD
/organization/lusomedicamenta,Lusomedicamenta,|Health Care|Manufacturing|Pharmaceuticals|,Pharmaceuticals,PRT,,PRT - Other,Barcarena,/organization/recipharm,Recipharm,|Biotechnology|,Biotechnology,SWE,,SWE - Other,Haninge,11/14/2014 0:00,2014-11,2014-Q4,2014,139700000,USD
/organization/luxmovera,Luxmovera,|Software|,Software,USA,NJ,Newark,Somerset,/organization/hostopia-com,Hostopia.com,|Software|,Software,USA,FL,Ft. Lauderdale,Fort Lauderdale,7/9/2008 0:00,2008-07,2008-Q3,2008,1500000,USD
/organization/luxury-optical-holdings-2,Luxury Optical Holdings,|Optical Communications|Sunglasses|Eyewear|,Sunglasses,USA,NV,Las Vegas,Las Vegas,/organization/robert-marc,Robert Marc Eyewear,,,USA,NY,New York City,New York,9/16/2014 0:00,2014-09,2014-Q3,2014,47000000,USD
/organization/m-booth-associates,M Booth & Associates,|Advertising|,Advertising,USA,NY,New York City,New York,/organization/next-fifteen-communications-group,Next Fifteen Communications Group,|Public Relations|,Public Relations,,,,,8/5/2009 0:00,2009-08,2009-Q3,2009,17250000,USD
/organization/m-modal,M*Modal,|Healthcare Services|Clinical Trials|,Clinical Trials,USA,TN,Nashville,Franklin,/organization/one-equity-partners-llc,One Equity Partners,,,USA,NY,New York City,New York,1/1/2012 0:00,2012-01,2012-Q1,2012,1000000000,USD
/organization/m-a-com,M/A-COM,|Semiconductors|,Semiconductors,USA,MA,Boston,Lowell,/organization/cobham-defense-electronic-systems,Cobham Defense Electronic Systems,|Defense|Electronics|Aerospace|,Electronics,USA,MA,MA - Other,Bolton,5/13/2008 0:00,2008-05,2008-Q2,2008,425000000,USD
/organization/m5-networks,M5 Networks,|Customer Service|Contact Centers|VoIP|Public Relations|,Public Relations,USA,NY,New York City,New York,/organization/shoretel,ShoreTel,|VoIP|Telecommunications|Hardware + Software|,VoIP,USA,CA,SF Bay Area,Sunnyvale,2/1/2012 0:00,2012-02,2012-Q1,2012,146000000,USD
/organization/m-metrics,M:Metrics,|Demographies|Test and Measurement|Mobile|,Demographies,USA,WA,Seattle,Seattle,/organization/comscore,comScore,|Business Services|Curated Web|,Business Services,USA,VA,"Washington, D.C.",Reston,5/28/2008 0:00,2008-05,2008-Q2,2008,44000000,USD
/organization/maaguzi,Maaguzi,|Software|,Software,USA,IN,Indianapolis,Indianapolis,/organization/phase-forward,Phase Forward,|Clinical Trials|Software|,Clinical Trials,USA,MA,Boston,Waltham,7/27/2009 0:00,2009-07,2009-Q3,2009,11000000,USD
/organization/macdermid-incorporated,MacDermid Incorporated,|Manufacturing|,Manufacturing,USA,CO,Denver,Denver,/organization/platform-acquisition-holdings,Platform Acquisition Holdings,|Specialty Chemicals|Chemicals|,Chemicals,,,,,10/10/2013 0:00,2013-10,2013-Q4,2013,1800000000,USD
/organization/macheen,Macheen,|Internet|Software|Enterprise Software|,Software,USA,TX,Austin,Austin,/organization/good-technology,Good Technology,|Data Security|Mobile Security|Mobile Enterprise|Mobility|Information Security|Analytics|Software|,Data Security,USA,CA,SF Bay Area,Sunnyvale,10/21/2014 0:00,2014-10,2014-Q4,2014,8300000,USD
/organization/macquarie-generation,Macquarie Generation,|Clean Technology|,Clean Technology,,,,,/organization/agl-energy,AGL Energy,|Clean Technology|,Clean Technology,AUS,,Sydney,Sydney,2/12/2014 0:00,2014-02,2014-Q1,2014,1360000000,USD
/organization/magen-biosciences,Magen BioSciences,|Biotechnology|,Biotechnology,USA,MA,Boston,Waltham,/organization/ppd,PPD,|Medical Devices|Pharmaceuticals|Biotechnology|,Medical Devices,USA,NC,"Wilmington - Cape Fear, North Carolina",Wilmington,4/3/2009 0:00,2009-04,2009-Q2,2009,14500000,USD
/organization/magento,Magento,|Databases|Open Source|E-Commerce|,E-Commerce,USA,CA,Los Angeles,Los Angeles,/organization/ebay,eBay,|Internet|Business Services|All Markets|Search|Auctions|E-Commerce|,Business Services,USA,CA,SF Bay Area,San Jose,6/6/2011 0:00,2011-06,2011-Q2,2011,180000000,USD
/organization/maidenform,Maidenform,|Fashion|E-Commerce|,Fashion,USA,OK,Oklahoma City,Oklahoma City,/organization/hanesbrands,Hanesbrands,|E-Commerce|,E-Commerce,USA,NC,Winston-Salem,Winston Salem,7/24/2013 0:00,2013-07,2013-Q3,2013,575000000,USD
/organization/mailbox,Mailbox,|Task Management|Productivity Software|iPhone|Email|Messaging|,Task Management,USA,CA,SF Bay Area,San Francisco,/organization/dropbox,Dropbox,|Cloud Data Services|Storage|Web Hosting|,Cloud Data Services,USA,CA,SF Bay Area,San Francisco,3/15/2013 0:00,2013-03,2013-Q1,2013,100000000,USD
/organization/maker-studios,Maker Studios,|Games|,Games,USA,CA,Los Angeles,Culver City,/organization/the-walt-disney-company,The Walt Disney Company,|Entertainment|Media|Games|,Games,USA,CA,Los Angeles,Burbank,3/24/2014 0:00,2014-03,2014-Q1,2014,500000000,USD
/organization/makerbot,MakerBot,|DIY|Hardware + Software|,DIY,USA,NY,New York City,Brooklyn,/organization/stratasys,Stratasys,|3D Printing|Product Design|Manufacturing|,Product Design,USA,MN,Minneapolis,Minneapolis,6/19/2013 0:00,2013-06,2013-Q2,2013,403000000,USD
/organization/mako-surgical,MAKO Surgical,|Medical Devices|Biotechnology|,Medical Devices,USA,FL,Ft. Lauderdale,Fort Lauderdale,/organization/stryker,Stryker,|Biotechnology|,Biotechnology,USA,MI,Kalamazoo,Kalamazoo,9/25/2013 0:00,2013-09,2013-Q3,2013,1650000000,USD
/organization/maktoob,Maktoob,|Social Media|,Social Media,ARE,,Dubai,Dubai,/organization/yahoo,Yahoo!,|Photography|Email|Portals|Search|Curated Web|,Photography,USA,CA,SF Bay Area,Sunnyvale,2/26/2010 0:00,2010-02,2010-Q1,2010,164000000,USD
/organization/managed-objects,Managed Objects,|Software|,Software,USA,MA,Boston,Waltham,/organization/novell,Novell,|Software|,Software,USA,UT,Salt Lake City,Provo,11/13/2008 0:00,2008-11,2008-Q4,2008,45000000,USD
/organization/manchester-pharmaceuticals,Manchester Pharmaceuticals,|Biotechnology|,Biotechnology,USA,CO,Fort Collins,Fort Collins,/organization/retrophin,Retrophin,|Health Care|Biotechnology|,Health Care,USA,NY,New York City,New York,2/13/2014 0:00,2014-02,2014-Q1,2014,62500000,USD
/organization/mandiant,Mandiant,|Security|,Security,USA,VA,Alexandria,Alexandria,/organization/fireeye,FireEye,|Network Security|Security|,Network Security,USA,CA,SF Bay Area,Milpitas,1/2/2014 0:00,2014-01,2014-Q1,2014,1050000000,USD
/organization/map-pharmaceuticals,MAP Pharmaceuticals,|Medical|Pharmaceuticals|Biotechnology|,Medical,USA,CA,SF Bay Area,Mountain View,/organization/allergan,Allergan,|Medical|Pharmaceuticals|Biotechnology|,Medical,USA,CA,Anaheim,Irvine,1/22/2013 0:00,2013-01,2013-Q1,2013,958000000,USD
/organization/mapmyfitness,MapMyFitness,|Sports|Android|iPhone|Fitness|Health and Wellness|,Android,USA,CO,Denver,Denver,/organization/under-armour,Under Armour,|Sporting Goods|E-Commerce|,Sporting Goods,USA,MD,Baltimore,Baltimore,11/14/2013 0:00,2013-11,2013-Q4,2013,150000000,USD
/organization/maravest,MaraVest,|High School Students|Private School|Education|,High School Students,,,,,/organization/advtech,ADvTECH,|Education|,Education,USA,VA,Richmond,Sandston,11/27/2014 0:00,2014-11,2014-Q4,2014,41000000,USD
/organization/marcon-group,Marcon Group,|Consulting|,Consulting,USA,NY,New York City,Elmsford,/organization/core-services-group,Core Services Group,|Enterprise Software|Consulting|,Enterprise Software,USA,MI,Grand Rapids,Grand Rapids,1/14/2014 0:00,2014-01,2014-Q1,2014,10700000,USD
/organization/marelli-motori,Marelli Motori,|Hardware + Software|,Hardware + Software,ITA,,ITA - Other,Arzignano,/organization/flowplay,FlowPlay,|Gambling|MMO Games|Messaging|Virtual Worlds|Games|,Messaging,USA,WA,Seattle,Seattle,6/20/2013 0:00,2013-06,2013-Q2,2013,212000000,EUR
/organization/marijuana-com,Marijuana.com,|E-Commerce|,E-Commerce,,,,,/organization/weedmaps,WeedMaps Media,|Advertising|,Advertising,,,,,11/28/2011 0:00,2011-11,2011-Q4,2011,4200000,USD
/organization/markcomedia,Markco Media,|Mobile Coupons|Coupons|Gift Card|iPhone|Discounts|Advertising|,Mobile Coupons,GBR,,London,London,/organization/monitise,Monitise,|Mobile|,Mobile,GBR,,London,London,6/26/2014 0:00,2014-06,2014-Q2,2014,55000000,GBP
/organization/market-leader,Market Leader,|Real Estate|Brand Marketing|Public Relations|,Real Estate,USA,WA,Seattle,Kirkland,/organization/trulia,Trulia,|Marketplaces|Peer-to-Peer|Mobile|Real Estate|,Peer-to-Peer,USA,CA,SF Bay Area,San Francisco,5/8/2013 0:00,2013-05,2013-Q2,2013,355000000,USD
/organization/maroc-telecom,Maroc Telecom,|Mobile|,Mobile,MAR,,Rabat,Rabat,/organization/etisalat,Etisalat,|Wireless|Telecommunications|Mobile|,Telecommunications,ARE,,Abu Dhabi,Abu Dhabi,11/5/2013 0:00,2013-11,2013-Q4,2013,5700000000,USD
/organization/marvel-entertainment,Marvel Entertainment,|Media|Graphics|Entertainment|Games|,Games,USA,NY,New York City,New York,/organization/the-walt-disney-company,The Walt Disney Company,|Entertainment|Media|Games|,Games,USA,CA,Los Angeles,Burbank,8/31/2009 0:00,2009-08,2009-Q3,2009,4000000000,USD
/organization/massive-media,Massive Media,|Social Media|,Social Media,BEL,,Brussels,Ghent,/organization/iac,IAC,|News|,News,USA,NY,New York City,New York,12/19/2012 0:00,2012-12,2012-Q4,2012,30000000,USD
/organization/match-com-europe,Match.com Europe,|Curated Web|,Curated Web,,,,,/organization/meetic,Meetic,|Online Dating|Curated Web|,Online Dating,FRA,,Paris,Boulogne-billancourt,2/19/2009 0:00,2009-02,2009-Q1,2009,5000000,EUR
/organization/maven-networks,Maven Networks,|Games|,Games,,,,,/organization/yahoo,Yahoo!,|Photography|Email|Portals|Search|Curated Web|,Photography,USA,CA,SF Bay Area,Sunnyvale,1/31/2008 0:00,2008-01,2008-Q1,2008,160000000,USD
/organization/maxitech,Maxitech,|Mobile|Local|Apps|,Apps,IDN,,Jakarta,Jakarta,/organization/corous360,Corous360,|Enterprise Software|,Enterprise Software,SGP,,Singapore,Singapore,5/31/2014 0:00,2014-05,2014-Q2,2014,3350000,USD
/organization/maxxam-analytics,Maxxam Analytics,|Consulting|,Consulting,CAN,ON,Toronto,Toronto,/organization/bureau-veritas,Bureau Veritas,,,,,,,2/3/2014 0:00,2014-02,2014-Q1,2014,650000000,CAD
/organization/mazu-networks,Mazu Networks,|Security|,Security,USA,MA,Boston,Cambridge,/organization/riverbed-technology,Riverbed Technology,|Communications Hardware|Technology|Software|,Communications Hardware,USA,CA,SF Bay Area,San Francisco,1/20/2009 0:00,2009-01,2009-Q1,2009,47000000,USD
/organization/mbalance,mBalance,|Software|,Software,NLD,,Amsterdam,Amsterdam,/organization/tekelec-international,Tekelec International,|Messaging|Telecommunications|Mobile|Internet|Public Relations|,Public Relations,USA,NC,Raleigh,Morrisville,12/17/2008 0:00,2008-12,2008-Q4,2008,60060000,USD
/organization/mbh-solutions,MBH Solutions,|Enterprise Software|,Enterprise Software,USA,NJ,Newark,Teaneck,/organization/rcm-technologies,RCM Technologies,|Enterprise Software|,Enterprise Software,USA,NJ,NJ - Other,Pennsauken,9/7/2008 0:00,2008-09,2008-Q3,2008,3510000,USD
/organization/mcafee,McAfee,|Security|,Security,USA,CA,SF Bay Area,Santa Clara,/organization/intel,Intel,|Hardware + Software|,Hardware + Software,USA,CA,SF Bay Area,Santa Clara,8/19/2010 0:00,2010-08,2010-Q3,2010,7680000000,USD
/organization/mds,MDS Analytical Technologies,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,Sunnyvale,/organization/danaher,Danaher,|Medical|,Medical,USA,DC,"Washington, D.C.",Washington,9/3/2009 0:00,2009-09,2009-Q3,2009,650000000,USD
/organization/me2-security,ME2 Security,|Software|,Software,USA,PA,Philadelphia,Chester Springs,/organization/explorations-group,Explorations Group,|Security|,Security,,,,,4/21/2009 0:00,2009-04,2009-Q2,2009,1600000,USD
/organization/me2day,Me2day,|MicroBlogging|Curated Web|,Curated Web,,,,,/organization/naver,NHN Corp. (Naver),|Curated Web|,Curated Web,KOR,,Bundangdong,Bundangdong,12/22/2008 0:00,2008-12,2008-Q4,2008,2000000,USD
/organization/meals-on-wheels,Meals On Wheels,|Marketplaces|Local Businesses|Restaurants|,Restaurants,IND,,Mumbai,Mumbai,/organization/antfarm,AntFarm,|Fitness|Travel|E-Commerce|Digital Media|Fashion|,Fitness,IND,,Mumbai,Mumbai,11/13/2014 0:00,2014-11,2014-Q4,2014,2000000,USD
/organization/measurement-specialties-2,Measurement Specialties,|Sensors|,Sensors,USA,NE,NE - Other,Virginia,/organization/te-connectivity,TE Connectivity,|Electrical Distribution|,Electrical Distribution,USA,PA,Philadelphia,Berwyn,6/18/2014 0:00,2014-06,2014-Q2,2014,1700000000,USD
/organization/mecom,MECOM,|News|,News,GBR,,London,London,/organization/de-persgroep,De Persgroep,|News|,News,BEL,,BEL - Other,Kobbegem,6/30/2014 0:00,2014-06,2014-Q2,2014,196000000,USD
/organization/medafor,Medafor,|Biotechnology|,Biotechnology,USA,MN,Minneapolis,Minneapolis,/organization/c-r-bard,C. R. Bard,,,USA,NJ,Newark,Berkeley Heights,8/19/2013 0:00,2013-08,2013-Q3,2013,200000000,USD
/organization/medarex,Medarex,|Biotechnology|,Biotechnology,USA,NJ,Newark,Princeton,/organization/bristol-myers-squibb,Bristol-Myers Squibb,|Health and Wellness|Pharmaceuticals|Biotechnology|,Pharmaceuticals,USA,NY,New York City,New York,7/22/2009 0:00,2009-07,2009-Q3,2009,2400000000,USD
/organization/medeo,Medeo,|mHealth|Telecommunications|Health Care Information Technology|Health and Wellness|,mHealth,CAN,BC,Vancouver,Vancouver,/organization/qhr-corporation,QHR Corporation,,,CAN,BC,Kelowna,Kelowna,11/10/2014 0:00,2014-11,2014-Q4,2014,3250000,USD
/organization/medfusion,Medfusion,|Health Care|Portals|Billing|SaaS|Software|Medical|Services|Health and Wellness|Curated Web|,Health Care,USA,NC,Raleigh,Cary,/organization/intuit,Intuit,|Computers|Software|,Computers,USA,CA,SF Bay Area,Mountain View,5/11/2010 0:00,2010-05,2010-Q2,2010,91000000,USD
/organization/mediamind-2,Mediamind,|Digital Media|Advertising|,Advertising,USA,NY,New York City,New York,/organization/dg,DG,|Advertising|,Advertising,USA,TX,Dallas,Irving,7/1/2011 0:00,2011-07,2011-Q3,2011,517000000,USD
/organization/mediamiser,MediaMiser,|Software|,Software,CAN,ON,Ottawa,Ottawa,/organization/innodata,Innodata,|Enterprise Software|,Enterprise Software,USA,NJ,Newark,Hackensack,7/29/2014 0:00,2014-07,2014-Q3,2014,5780000,USD
/organization/media-whiz,MediaWhiz,|Internet Marketing|Advertising|,Internet Marketing,USA,FL,Ft. Lauderdale,Plantation,/organization/matomy-media-group,Matomy Media Group,|Digital Media|Social Media Advertising|Online Video Advertising|Virtual Currency|Mobile|Search Marketing|Advertising|,Mobile,ISR,,Tel Aviv,Tel Aviv,1/30/2013 0:00,2013-01,2013-Q1,2013,10000000,USD
/organization/medicago,Medicago,|Biotechnology|,Biotechnology,CAN,QC,Quebec City,Quebec,/organization/mitsubishi-tanabe-pharma,Mitsubishi Tanabe Pharma,|Biotechnology|,Biotechnology,,,,,9/18/2013 0:00,2013-09,2013-Q3,2013,315000000,USD
/organization/medical-action-industries,Medical Action Industries,|Healthcare Services|,Healthcare Services,USA,NY,Long Island,Brentwood,/organization/owens-minor,Owens & Minor,|Medical Devices|,Medical Devices,USA,VA,Richmond,Mechanicsville,6/25/2014 0:00,2014-06,2014-Q2,2014,208000000,USD
/organization/medical-action-industries,Medical Action Industries,|Healthcare Services|,Healthcare Services,USA,NY,Long Island,Brentwood,/organization/owens-minor,Owens & Minor,|Medical Devices|,Medical Devices,USA,VA,Richmond,Mechanicsville,6/25/2014 0:00,2014-06,2014-Q2,2014,208000000,USD
/organization/medical-communications-group,Medical Communications Group,|Biotechnology|,Biotechnology,,,,,/organization/united-drug,United Drug,,,IRL,,Dublin,Dublin,8/30/2013 0:00,2013-08,2013-Q3,2013,11200000,EUR
/organization/medical-dictation-services,Medical Dictation Services,|Software|,Software,USA,MD,"Washington, D.C.",Gaithersburg,/organization/transcend-services,Transcend Services,|Software|,Software,USA,GA,Atlanta,Atlanta,8/26/2009 0:00,2009-08,2009-Q3,2009,16340000,USD
